Frame,track_id,team,coordinates_2d_x,coordinates_2d_y,coordinates_3d_x,coordinates_3d_y,homo,color
0,12,Away,202.78401240156546,285.78438818002866,1238.833984375,753.7236328125,"[[    -3.4733     -7.1679      358.61]
 [    -1.8188     -21.432      2400.6]
 [ -0.0013466   -0.046497           1]]","(111, 156, 165)"
0,13,Home,197.28410613616674,149.42325843966853,826.9953002929688,472.5978698730469,"[[    -3.4733     -7.1679      358.61]
 [    -1.8188     -21.432      2400.6]
 [ -0.0013466   -0.046497           1]]","(75, 50, 140)"
0,14,Home_keeper,144.80258147099468,34.859855339334885,299.79693603515625,387.941650390625,"[[    -3.4733     -7.1679      358.61]
 [    -1.8188     -21.432      2400.6]
 [ -0.0013466   -0.046497           1]]","(73, 43, 44)"
0,15,Home,236.30424565769448,67.28227067631104,1039.7001953125,375.0216064453125,"[[    -3.4733     -7.1679      358.61]
 [    -1.8188     -21.432      2400.6]
 [ -0.0013466   -0.046497           1]]","(75, 50, 140)"
0,16,Away,237.91301557368735,133.08278884342604,1175.83740234375,430.8845520019531,"[[    -3.4733     -7.1679      358.61]
 [    -1.8188     -21.432      2400.6]
 [ -0.0013466   -0.046497           1]]","(111, 156, 165)"
0,17,Home_keeper,209.44115251885108,80.46563423402786,848.231689453125,396.50115966796875,"[[    -3.4733     -7.1679      358.61]
 [    -1.8188     -21.432      2400.6]
 [ -0.0013466   -0.046497           1]]","(73, 43, 44)"
0,18,Home,175.50167039352968,21.9842828557718,539.2938232421875,366.7384948730469,"[[    -3.4733     -7.1679      358.61]
 [    -1.8188     -21.432      2400.6]
 [ -0.0013466   -0.046497           1]]","(75, 50, 140)"
0,19,Home,220.21126819468014,1.9569632350013515,843.9405517578125,338.93658447265625,"[[    -3.4733     -7.1679      358.61]
 [    -1.8188     -21.432      2400.6]
 [ -0.0013466   -0.046497           1]]","(75, 50, 140)"
0,20,Home,240.3529880780058,131.72127826411094,1193.9989013671875,428.22808837890625,"[[    -3.4733     -7.1679      358.61]
 [    -1.8188     -21.432      2400.6]
 [ -0.0013466   -0.046497           1]]","(75, 50, 140)"
0,21,Home,224.594346401291,19.248072545477537,891.7679443359375,347.5533447265625,"[[    -3.4733     -7.1679      358.61]
 [    -1.8188     -21.432      2400.6]
 [ -0.0013466   -0.046497           1]]","(75, 50, 140)"
1,1,Away,152.89572610439586,190.90674178289532,372.88983154296875,568.5800170898438,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(111, 156, 165)"
1,2,Home,231.42313068670367,201.7791644730812,1306.333251953125,522.9452514648438,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(75, 50, 140)"
1,3,Away,151.33367368849977,141.32197627129338,356.2325439453125,490.3018493652344,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(111, 156, 165)"
1,4,Home,184.4714350391672,62.06138191396833,637.0385131835938,393.26287841796875,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(75, 50, 140)"
1,5,Home,156.2739175878371,89.66670810973059,402.10491943359375,429.0397644042969,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(75, 50, 140)"
1,6,Away,209.2827810560679,41.46504934958018,812.8558959960938,367.681396484375,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(111, 156, 165)"
1,7,Away,175.53613777560435,63.159105324849186,565.9793701171875,398.19158935546875,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(111, 156, 165)"
1,8,Away,201.65868801513577,128.87201730715856,849.0299072265625,447.46502685546875,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(111, 156, 165)"
1,9,Home,203.5132063539894,33.63494553061468,760.962158203125,363.540771484375,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(75, 50, 140)"
1,10,Away,292.74233480595996,148.2254536061912,1692.32861328125,417.45849609375,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(111, 156, 165)"
1,11,Home,214.30210669802383,118.54062900529202,949.0809326171875,428.995361328125,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(75, 50, 140)"
1,12,Away,202.31952923102057,286.5088114213074,1241.044677734375,753.5407104492188,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(111, 156, 165)"
1,13,Home,196.87782945569597,149.17651142915955,832.43408203125,472.0338134765625,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(75, 50, 140)"
1,14,Home,144.49752309772845,34.48637081244181,304.773193359375,388.0845642089844,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(75, 50, 140)"
1,15,Home,235.91129211486725,66.87822314765157,1044.545654296875,376.28271484375,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(75, 50, 140)"
1,16,Away,237.54285801758334,132.73610625753943,1180.937744140625,432.66510009765625,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(111, 156, 165)"
1,17,Home_keeper,209.07417200601878,80.0666789154729,853.39892578125,398.30255126953125,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(73, 43, 44)"
1,18,Home_keeper,175.2025577903495,21.64099266812226,543.622314453125,364.97265625,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(73, 43, 44)"
1,19,Home,219.8421718400062,1.6952981460183014,849.9671020507812,340.42132568359375,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(75, 50, 140)"
1,21,Home,224.21426346471168,18.93099587334821,897.3328857421875,346.23095703125,"[[    -3.6741      -7.461      366.12]
 [    -1.9239     -22.635      2536.8]
 [ -0.0014248   -0.048724           1]]","(75, 50, 140)"
2,1,Away,152.4768509543409,191.19062366206322,377.85107421875,567.7314453125,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(111, 156, 165)"
2,2,Home,230.7588125808874,201.7169670455008,1312.282470703125,523.43359375,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(75, 50, 140)"
2,3,Away,150.64376339184673,141.314047366334,363.77960205078125,488.5340576171875,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(111, 156, 165)"
2,4,Home,183.42739695261696,60.76479800614388,641.762939453125,393.4597473144531,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(75, 50, 140)"
2,5,Home,155.29627721778093,89.02445771178769,406.8685607910156,429.6031494140625,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(75, 50, 140)"
2,6,Away,208.28448541503366,39.575605395485525,818.322509765625,367.47174072265625,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(111, 156, 165)"
2,7,Away,174.46747781341503,61.948658654912826,570.0972290039062,397.90875244140625,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(111, 156, 165)"
2,8,Away,200.87351243175664,128.43653278341483,854.7161865234375,447.19329833984375,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(111, 156, 165)"
2,9,Home,202.4616433837924,31.62389003996134,764.4918212890625,363.3096923828125,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(75, 50, 140)"
2,10,Away,292.10867183556036,147.4550946128558,1697.94970703125,417.93988037109375,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(111, 156, 165)"
2,11,Home,213.50253409566443,117.90420742142854,953.3114013671875,429.38580322265625,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(75, 50, 140)"
2,12,Away,201.98112240557984,286.4573165554912,1244.711669921875,754.198974609375,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(111, 156, 165)"
2,13,Home,196.15500241070026,148.97111911299436,836.33544921875,471.7851867675781,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(75, 50, 140)"
2,14,Away,143.17773266886323,32.96377490278233,308.5058898925781,387.2767333984375,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(111, 156, 165)"
2,15,Home,235.0990988375341,65.2899332576947,1049.5633544921875,375.8592529296875,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(75, 50, 140)"
2,17,Home_keeper,208.17146266788512,78.90508136849706,858.0205078125,400.62786865234375,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(73, 43, 44)"
2,18,Home_keeper,173.95106436489513,19.593655782765317,547.5732421875,366.72943115234375,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(73, 43, 44)"
2,19,Home,218.82778826702167,-1.2083812370266656,856.0359497070312,341.6603698730469,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(75, 50, 140)"
2,21,Home,223.2646574387289,16.416673317174066,902.2112426757812,344.4494934082031,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(75, 50, 140)"
2,22,Home,219.1882567685649,64.33847377541217,917.6378784179688,380.640625,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(75, 50, 140)"
2,20,Away,239.2427178804352,130.72597715909592,1189.5565185546875,431.59161376953125,"[[    -3.2658     -6.7845      352.82]
 [    -1.7064     -20.316      2284.6]
 [ -0.0012914      -0.044           1]]","(111, 156, 165)"
3,1,Away,151.94693217921707,191.03906255554372,383.501953125,567.451171875,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(111, 156, 165)"
3,2,Home,230.05054589624388,201.22879880239367,1316.865478515625,524.0625610351562,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(75, 50, 140)"
3,3,Away,150.0405004437567,141.26963175723225,372.1829528808594,487.79180908203125,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(111, 156, 165)"
3,4,Home,182.5898233003696,60.42627222994688,645.3878173828125,393.5072021484375,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(75, 50, 140)"
3,5,Home,154.58358537470826,88.98013485462052,412.06396484375,428.13482666015625,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(75, 50, 140)"
3,6,Away,207.4132727036879,38.91630234663758,824.6512451171875,367.7978515625,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(111, 156, 165)"
3,7,Away,173.6491554625574,61.70246702701814,573.3187255859375,397.58319091796875,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(111, 156, 165)"
3,8,Away,200.09641360273392,128.04960031383226,859.885009765625,446.9532470703125,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(111, 156, 165)"
3,9,Home,201.57834299944435,31.00230188272077,770.18798828125,363.54998779296875,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(75, 50, 140)"
3,10,Away,291.6198552962725,146.50554582890342,1705.08251953125,418.43597412109375,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(111, 156, 165)"
3,11,Home,212.7117228273392,117.40819067265993,956.686767578125,429.79913330078125,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(75, 50, 140)"
3,12,Away,201.37486319370493,285.9494415805712,1247.5972900390625,754.43798828125,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(111, 156, 165)"
3,13,Home,195.4065971263304,148.63121620490023,839.6383666992188,472.27215576171875,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(75, 50, 140)"
3,14,Home,142.4245049022328,33.0177924277043,313.5782775878906,386.54296875,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(75, 50, 140)"
3,18,Home_keeper,173.0738677002809,19.268741110915347,552.9605712890625,366.764892578125,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(73, 43, 44)"
3,19,Home,217.93395129783943,-2.166483418983322,859.0078125,340.7212219238281,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(75, 50, 140)"
3,22,Home,218.35350038152114,63.65023643567272,919.7784423828125,380.4013366699219,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(75, 50, 140)"
3,23,Home,240.49319657576547,130.299065024827,1211.744140625,427.44549560546875,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(75, 50, 140)"
3,20,Away,238.49915106988408,130.07033254670316,1192.479736328125,432.7167663574219,"[[    -3.1817     -6.6952      351.46]
 [    -1.6408     -19.988      2245.8]
 [ -0.0011566   -0.043448           1]]","(111, 156, 165)"
4,1,Away,151.6250029015698,191.70042935831475,389.8408203125,567.5576171875,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(111, 156, 165)"
4,2,Home,229.60041174103822,200.65137322952788,1323.390625,524.086181640625,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(75, 50, 140)"
4,3,Away,149.18703394303168,141.78169078825925,380.98858642578125,487.732177734375,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(111, 156, 165)"
4,4,Home,181.7816712180155,59.2895232855956,649.8837280273438,392.48681640625,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(75, 50, 140)"
4,5,Home,153.3124293165352,88.49738358657052,417.8202209472656,427.4576416015625,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(75, 50, 140)"
4,6,Away,207.00549657915548,37.34511121042445,830.3028564453125,368.13909912109375,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(111, 156, 165)"
4,7,Away,172.6422554781583,60.53046198837266,578.5105590820312,397.0939636230469,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(111, 156, 165)"
4,8,Away,199.78762776006485,128.23223235764465,866.0355224609375,445.3154602050781,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(111, 156, 165)"
4,9,Away,201.0496716344934,29.076894330225723,773.774658203125,363.43408203125,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(111, 156, 165)"
4,10,Away,290.19573428052206,146.2092124494208,1711.657470703125,417.947509765625,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(111, 156, 165)"
4,11,Home,212.4348320809302,117.48466598742496,963.3471069335938,430.28570556640625,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(75, 50, 140)"
4,12,Away,201.4327731862877,283.44325544247556,1251.820556640625,754.7857666015625,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(111, 156, 165)"
4,13,Home,195.13673589904698,148.9202050278985,843.2979736328125,472.3211975097656,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(75, 50, 140)"
4,14,Home,140.14167676197383,30.371112682866165,320.0332946777344,386.14923095703125,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(75, 50, 140)"
4,18,Home_keeper,171.7599713838061,16.435899651725126,558.7244873046875,364.5289001464844,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(73, 43, 44)"
4,22,Home,218.0993721984025,62.89523469925571,925.0968017578125,379.8219909667969,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(75, 50, 140)"
4,23,Home,240.11276256414442,130.3583073277391,1215.7132568359375,427.82440185546875,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(75, 50, 140)"
4,20,Away,238.13594156207185,130.1363883784089,1196.638916015625,433.6177673339844,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(111, 156, 165)"
4,15,Home,234.14312656486135,63.83360069810449,1061.1456298828125,375.1778564453125,"[[    -2.4814     -5.2538      316.66]
 [     -1.287     -15.093      1710.1]
 [ -0.0013919   -0.033623           1]]","(75, 50, 140)"
5,1,Away,151.31569343247335,191.27612841347118,395.357421875,567.3929443359375,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(111, 156, 165)"
5,2,Home,228.75994877343203,201.0378413889502,1328.8466796875,524.0044555664062,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(75, 50, 140)"
5,3,Away,149.0766249987032,141.9515757033581,388.14178466796875,485.22650146484375,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(111, 156, 165)"
5,4,Home,180.93385303193992,60.79668382491895,653.0263671875,391.467529296875,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(75, 50, 140)"
5,5,Home,153.2123858335846,89.74718887318063,421.8920593261719,427.1505126953125,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(75, 50, 140)"
5,6,Away,205.67081022024817,38.81610476893101,837.0301513671875,369.00335693359375,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(111, 156, 165)"
5,7,Away,172.01890233947995,62.18118511610182,580.8201904296875,397.40570068359375,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(111, 156, 165)"
5,8,Away,198.7099187626524,128.4104742705644,869.8857421875,443.99908447265625,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(111, 156, 165)"
5,9,Home,199.79132508764457,30.893444077181314,775.93017578125,362.4950256347656,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(75, 50, 140)"
5,10,Away,290.28799643146607,146.19829740120923,1718.11328125,417.7857360839844,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(111, 156, 165)"
5,11,Home,211.24844889030555,117.67249420704967,968.1118774414062,429.99371337890625,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(75, 50, 140)"
5,12,Away,200.61772690473157,284.5514429334268,1254.7674560546875,754.9453125,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(111, 156, 165)"
5,13,Home,194.13058653313027,148.96757453802627,847.360107421875,472.0285339355469,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(75, 50, 140)"
5,14,Away,140.70428174192574,33.687651403113556,324.6990966796875,385.97216796875,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(111, 156, 165)"
5,18,Away,171.19630881532652,19.41088296753051,563.158203125,364.6379699707031,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(111, 156, 165)"
5,22,Home,216.71868595172364,63.63986297664439,929.000244140625,379.24481201171875,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(75, 50, 140)"
5,23,Home,239.03802862635285,130.34842681650568,1222.5196533203125,427.55792236328125,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(75, 50, 140)"
5,20,Away,237.04339271404842,130.13484730980224,1202.451904296875,433.5410461425781,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(111, 156, 165)"
5,24,Home_keeper,208.7087047691331,83.5780403433605,878.0866088867188,399.3294982910156,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(73, 43, 44)"
5,15,Home,232.71258654070965,64.26425108122517,1065.2984619140625,375.65728759765625,"[[    -2.8138     -6.1413      340.66]
 [    -1.4311      -17.91      2009.1]
 [-0.00097341   -0.039554           1]]","(75, 50, 140)"
6,1,Away,150.94021659304417,192.34233324966667,401.48223876953125,567.255615234375,"[[      -2.27     -4.7511      312.08]
 [    -1.1919     -13.428      1535.2]
 [ -0.0015967   -0.030018           1]]","(111, 156, 165)"
6,2,Home,229.31373666363325,200.57476306458656,1333.423828125,523.6210327148438,"[[      -2.27     -4.7511      312.08]
 [    -1.1919     -13.428      1535.2]
 [ -0.0015967   -0.030018           1]]","(75, 50, 140)"
6,3,Away,147.90925772309416,141.63062459814222,396.43792724609375,484.15625,"[[      -2.27     -4.7511      312.08]
 [    -1.1919     -13.428      1535.2]
 [ -0.0015967   -0.030018           1]]","(111, 156, 165)"
6,4,Home,180.33594472012186,57.313479625368075,654.017333984375,391.15362548828125,"[[      -2.27     -4.7511      312.08]
 [    -1.1919     -13.428      1535.2]
 [ -0.0015967   -0.030018           1]]","(75, 50, 140)"
6,5,Home,151.5459668305415,87.06993280324141,426.43878173828125,425.796875,"[[      -2.27     -4.7511      312.08]
 [    -1.1919     -13.428      1535.2]
 [ -0.0015967   -0.030018           1]]","(75, 50, 140)"
6,6,Away,205.76424895703028,35.101835258203025,841.8955688476562,369.452880859375,"[[      -2.27     -4.7511      312.08]
 [    -1.1919     -13.428      1535.2]
 [ -0.0015967   -0.030018           1]]","(111, 156, 165)"
